term,coefficient,std_error,t_statistic,p_value,r2
(Intercept),0.02455166077226215,0.010989256790283671,2.2341511569708605,0.027406460683860046,0.0010037373383550152
log_gdp,-0.00043268912883004124,0.0012729136846066787,-0.3399202428747076,0.7345366522547214,0.0010037373383550152
