term,coefficient,std_error,t_statistic,p_value,r2
(Intercept),0.08119016687069364,0.011066685052584483,7.336448673194392,0.08624343147106742,0.9740396330098197
log_gdp,-0.006493265827161962,0.0010600595975164314,-6.125378084755573,0.10302265969737036,0.9740396330098197
